12.66,-0.1927,0.1013
12.68,-0.1668,0.1013
12.70,-0.1402,0.1013
12.72,-0.1131,0.1013
12.74,-0.0855,0.1013
12.76,-0.0575,0.1013
12.78,-0.0294,0.1013
12.80,-0.0011,0.1013
12.82,0.0272,0.1013
12.84,0.0553,0.1013
12.86,0.0833,0.1013
12.88,0.1109,0.1013
12.90,0.1381,0.1013
12.92,0.1647,0.1013
12.94,0.1907,0.1013
12.96,0.2159,0.1013
12.98,0.2403,0.1013
13.00,0.2637,0.1013
13.02,0.2861,0.1013
13.04,0.3074,0.1013
13.06,0.3274,0.1013
13.08,0.3462,0.1013
13.10,0.3636,0.1013
13.12,0.3795,0.1013
13.14,0.3940,0.1013
13.16,0.4069,0.1013
13.18,0.4182,0.1013
13.20,0.4279,0.1013
13.22,0.4359,0.1013
13.24,0.4421,0.1013
13.26,0.4466,0.1013
13.28,0.4494,0.1013
13.30,0.4504,0.1013
13.32,0.4496,0.1013
13.34,0.4470,0.1013
13.36,0.4426,0.1013
13.38,0.4366,0.1013
13.40,0.4287,0.1013
13.42,0.4192,0.1013
13.44,0.4081,0.1013
13.46,0.3953,0.1013
13.48,0.3810,0.1013
13.50,0.3652,0.1013
13.52,0.3479,0.1013
13.54,0.3293,0.1013
13.56,0.3093,0.1013
13.58,0.2882,0.1013
13.60,0.2659,0.1014
13.62,0.2425,0.1014
13.64,0.2182,0.1014
13.66,0.1931,0.1014
13.68,0.1671,0.1014
13.70,0.1405,0.1014
13.72,0.1134,0.1014
13.74,0.0858,0.1014
13.76,0.0579,0.1014
13.78,0.0297,0.1014
13.80,0.0015,0.1014
13.82,-0.0268,0.1014
13.84,-0.0550,0.1014
13.86,-0.0829,0.1014
13.88,-0.1105,0.1014
13.90,-0.1377,0.1014
13.92,-0.1643,0.1014
13.94,-0.1903,0.1014
13.96,-0.2156,0.1014
13.98,-0.2399,0.1014
14.00,-0.2634,0.1013
14.02,-0.2858,0.1013
14.04,-0.3070,0.1013
14.06,-0.3271,0.1013
14.08,-0.3458,0.1013
14.10,-0.3632,0.1013
14.12,-0.3792,0.1013
